Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
667eb74507072e7a45ce84bf,6384cfc62b6bf7a232ade8cb,APPROVED,Not Applicable,2024-06-28T13:14:45.415000Z,2024-06-28T14:41:46.221000Z,2024-07-09T20:12:47.393000Z,2024-06-28T14:42:18.225369Z,5221.0,CLA1QC0Z,1009,44,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
667eb92b1f6cae35b64f8906,6662fad2c34b3fe1216951ae,APPROVED,Not Applicable,2024-06-28T13:22:51.149000Z,2024-06-28T14:18:44.414000Z,2024-07-09T20:13:08.972000Z,2024-06-28T21:40:14.702406Z,3354.0,CLA1QC0Z,59,22,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
667ebed8992d22407b7d799a,5f0f7fe1d7ad1c000b42d091,RETURNED,Not Applicable,2024-06-28T13:47:43.095000Z,2024-06-28T13:49:27.121000Z,,2024-07-01T13:12:13.138956Z,,CL1SO3F4,2527,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667ebf6759397d9a3ca8b34a,63d79fcd741f9cfb2f87152f,APPROVED,Not Applicable,2024-06-28T13:49:36.966000Z,2024-06-28T14:17:44.283000Z,2024-07-09T20:12:47.941000Z,2024-06-28T14:17:46.539113Z,1688.0,CLA1QC0Z,1861,48,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Other
667ec1ef4552ebda2bf8651a,65636b8039e7d18bb07ff7b9,APPROVED,Not Applicable,2024-06-28T14:00:24.267000Z,2024-06-28T14:55:11.958000Z,2024-07-09T20:12:48.537000Z,2024-06-28T14:55:12.822915Z,3288.0,CLA1QC0Z,693,33,Male,Black,United States,United States,United States,English,No,Full-Time
667ec3e862f6c82ab6a9fbec,587625efdb3e720001e233fb,APPROVED,Not Applicable,2024-06-28T14:08:55.907000Z,2024-06-28T14:43:21.084000Z,2024-07-09T20:12:49.195000Z,2024-06-28T14:44:17.714618Z,2066.0,CLA1QC0Z,265,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
667ec608676fc703ae7fbe6a,657b31d3363aace295f9106e,APPROVED,Not Applicable,2024-06-28T14:17:44.430000Z,2024-06-28T15:00:01.983000Z,2024-07-09T20:12:49.835000Z,2024-06-28T15:00:32.098823Z,2538.0,CLA1QC0Z,297,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
667ec644166cb278c8d26981,61731c0ef27028acbfbbf972,APPROVED,Not Applicable,2024-06-28T14:18:44.438000Z,2024-06-28T15:00:22.885000Z,2024-07-09T20:12:50.508000Z,2024-06-28T15:00:51.760574Z,2499.0,CLA1QC0Z,5312,26,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
667ecbaa8daecef5c8b744b8,6648bbe07ce3040731739926,APPROVED,Not Applicable,2024-06-28T14:41:46.512000Z,2024-06-28T16:03:52.407000Z,2024-07-09T20:12:51.134000Z,2024-06-28T16:04:20.481587Z,4926.0,CLA1QC0Z,92,20,Male,Black,Nigeria,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
667ecc0a48335cb6bc66aa41,6543f753696f612571ac356c,APPROVED,Not Applicable,2024-06-28T14:43:29.721000Z,2024-06-28T15:16:41.681000Z,2024-07-09T20:13:09.621000Z,2024-06-28T15:16:44.429461Z,1992.0,CLA1QC0Z,1336,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
667eced328ae67a6c0fa478a,64f3036a5b5f2feae0b1f51b,RETURNED,Not Applicable,2024-06-28T14:56:22.732000Z,,,2024-07-01T13:12:13.142347Z,,,590,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667ecff26ddaa762074dc037,666ec27a69608063b3316839,APPROVED,Not Applicable,2024-06-28T15:00:01.988000Z,2024-06-28T15:26:19.594000Z,2024-07-09T20:13:10.269000Z,2024-06-28T15:26:55.208134Z,1578.0,CLA1QC0Z,110,22,Female,Mixed,Ghana,United States,United States,English,Yes,Part-Time
667ed0073697ee3c2bdb7b71,655fd989a5ef07b413f74e24,APPROVED,Not Applicable,2024-06-28T15:00:22.958000Z,2024-06-28T15:58:39.321000Z,2024-07-09T20:13:10.937000Z,2024-06-28T15:58:54.749285Z,3497.0,CLA1QC0Z,747,71,Female,Black,United States,United States,United States,English,No,Full-Time
667ed1d661191661ba65ab56,666d914c8a386185e18db071,RETURNED,Not Applicable,2024-06-28T15:11:36.573000Z,,,2024-07-01T13:12:13.145834Z,,,21,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
667ed3daacfbbf9063dbfe62,63fc721b7b73b5da09e9e8b6,APPROVED,Not Applicable,2024-06-28T15:16:41.939000Z,2024-06-28T16:34:43.619000Z,2024-07-09T20:13:11.652000Z,2024-06-28T16:34:48.091319Z,4682.0,CLA1QC0Z,2099,58,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
667ed61c9a841b2d5a759f80,66290a1deb25bf69bcd79eaf,APPROVED,Not Applicable,2024-06-28T15:26:20.600000Z,2024-06-28T15:55:08.463000Z,2024-07-09T20:13:12.454000Z,2024-06-28T15:55:09.505249Z,1728.0,CLA1QC0Z,192,40,Female,Mixed,United States,United States,United States,English,No,Full-Time
667eda79675f1eb5a9162b34,66635b2c886ff2dbf3001313,APPROVED,Not Applicable,2024-06-28T15:47:15.165000Z,2024-06-28T16:32:20.811000Z,2024-07-09T20:13:13.126000Z,2024-06-28T16:32:21.830573Z,2706.0,CLA1QC0Z,53,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
667edcdcdcd2195798a7c9a1,65dcca0d187f1e33aa00fca1,APPROVED,Not Applicable,2024-06-28T15:55:18.565000Z,2024-06-28T16:26:58.798000Z,2024-07-09T20:13:13.715000Z,2024-06-28T16:28:32.685186Z,1901.0,CLA1QC0Z,1087,41,Female,Black,Nigeria,United States,United States,English,Yes,Full-Time
667eddaf88eda330239b88d4,66095082185479f7db42d782,APPROVED,Not Applicable,2024-06-28T15:58:48.378000Z,2024-06-28T16:30:59.126000Z,2024-07-09T20:13:14.338000Z,2024-06-28T22:19:35.381340Z,1931.0,CLA1QC0Z,208,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
667edeec7bc348953368115f,664f93e4c7e69684f40afe5f,APPROVED,Not Applicable,2024-06-28T16:04:04.997000Z,2024-06-28T16:29:24.707000Z,2024-07-09T20:13:14.883000Z,2024-06-28T16:29:25.547053Z,1520.0,CLA1QC0Z,269,34,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
667ee453ea10e6cc47f56315,615dbec57d764bf5ab0a56e5,APPROVED,Not Applicable,2024-06-28T16:27:08.420000Z,2024-06-28T16:55:35.576000Z,2024-07-09T20:13:15.962000Z,2024-06-28T16:55:36.780243Z,1708.0,CLA1QC0Z,5272,40,Female,White,United States,United States,United States,English,No,Full-Time
667ee4e9b45bf1f0928faaeb,66085bc92a6ae345cb453ae5,APPROVED,Not Applicable,2024-06-28T16:29:35.440000Z,2024-06-28T16:51:15.185000Z,2024-07-09T20:13:16.576000Z,2024-06-28T16:51:21.626428Z,1300.0,CLA1QC0Z,213,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
668579b63ae2dde1d55c22e4,62a33c58458abb2f4c3d4e27,APPROVED,Not Applicable,2024-07-03T16:18:13.257000Z,2024-07-03T16:31:26.704000Z,2024-07-09T20:12:51.943000Z,2024-07-03T16:31:30.573257Z,794.0,CLA1QC0Z,549,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66857aceac003a7759890c33,6660e4297e25aba66f99f363,APPROVED,Not Applicable,2024-07-03T16:22:45.550000Z,2024-07-03T16:52:16.043000Z,2024-07-09T20:12:52.605000Z,2024-07-03T16:53:26.627734Z,1771.0,CLA1QC0Z,1,21,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
66857b227aef1cd11973181d,662951982cfaed6dcef5216b,APPROVED,Not Applicable,2024-07-03T16:24:11.134000Z,2024-07-03T16:48:17.535000Z,2024-07-09T20:13:17.593000Z,2024-07-03T16:48:48.113915Z,1447.0,CLA1QC0Z,54,50,Female,White,United States,United States,United States,English,No,Full-Time
66857b41eea6168125f444cb,5f406d28899a9b1a9ddd609a,APPROVED,Not Applicable,2024-07-03T16:24:39.238000Z,2024-07-03T17:00:56.136000Z,2024-07-09T20:13:18.439000Z,2024-07-03T17:00:56.950856Z,2177.0,CLA1QC0Z,2107,44,Female,Mixed,Korea,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66857c0fcf19262b3b13c2a0,5b44a4d396bc8a0001a9c4db,APPROVED,Not Applicable,2024-07-03T16:28:05.420000Z,2024-07-03T16:52:31.342000Z,2024-07-09T20:12:53.214000Z,2024-07-03T16:53:32.178959Z,1466.0,CLA1QC0Z,797,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66857d1083e060274844dd84,66855636d1a116758b2a9f8f,APPROVED,Not Applicable,2024-07-03T16:33:19.303000Z,2024-07-03T17:04:38.385000Z,2024-07-09T20:13:18.948000Z,2024-07-03T17:07:19.449300Z,1880.0,CLA1QC0Z,3,26,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,DATA_EXPIRED
668581043b7b1a1214b82c1a,665fdbc8f864a0981f7704c4,APPROVED,Not Applicable,2024-07-03T16:49:14.838000Z,2024-07-03T17:18:53.708000Z,2024-07-09T20:13:19.513000Z,2024-07-03T17:20:12.632266Z,1779.0,CLA1QC0Z,11,47,Female,Other,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
